OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2016,9,5,5-QUINTA,29,2,2-TARDE,51,SÃO LOURENÇO,9,Uso de substância ilícita
2016,4,1,1-DOMINGO,10,3,3-NOITE,30,CAJURU,8,Desordem
2020,7,5,5-QUINTA,9,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2017,6,7,7-SABADO,24,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,5,2,2-SEGUNDA,11,2,2-TARDE,18,NOVO MUNDO,10,Estacionamento irregular
2020,1,5,5-QUINTA,30,4,4-MADRUGADA,19,BOQUEIRÃO,1,Transporte Coletivo
2015,10,1,1-DOMINGO,11,1,1-MANHA,36,BAIRRO ALTO,2,Cão solto em via pública
2019,3,1,1-DOMINGO,31,1,1-MANHA,19,BOQUEIRÃO,6,Arrombamento
2020,6,5,5-QUINTA,25,2,2-TARDE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2015,7,2,2-SEGUNDA,6,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2020,3,1,1-DOMINGO,8,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,8,7,7-SABADO,6,3,3-NOITE,31,UBERABA,5,Vandalismo
2019,3,1,1-DOMINGO,3,2,2-TARDE,48,PILARZINHO,7,Invasão de equipamento/patrimônio público
2015,6,1,1-DOMINGO,14,2,2-TARDE,50,CABRAL,8,Desordem
2020,8,4,4-QUARTA,12,3,3-NOITE,48,PILARZINHO,9,Uso de substância ilícita
2016,1,4,4-QUARTA,6,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2016,5,7,7-SABADO,28,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2018,2,7,7-SABADO,24,2,2-TARDE,9,CIDADE INDUSTRIAL,5,Vandalismo
2016,11,7,7-SABADO,19,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,3,7,7-SABADO,7,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2017,2,4,4-QUARTA,8,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2016,1,3,3-TERCA,19,1,1-MANHA,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2016,10,7,7-SABADO,29,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,10,6,6-SEXTA,13,2,2-TARDE,12,ALTO BOQUEIRÃO,4,Pichação
2020,6,3,3-TERCA,23,3,3-NOITE,17,GUABIROTUBA,10,Estacionamento irregular
2015,3,4,4-QUARTA,4,2,2-TARDE,5,CENTRO,1,Transporte Coletivo
2020,5,7,7-SABADO,30,2,2-TARDE,24,SANTO INÁCIO,10,Estacionamento irregular
2017,9,7,7-SABADO,9,4,4-MADRUGADA,64,BIGORRILHO,9,Uso de substância ilícita
2020,10,7,7-SABADO,17,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,3,3,3-TERCA,13,3,3-NOITE,35,SANTA CÂNDIDA,10,Estacionamento irregular
2020,4,6,6-SEXTA,17,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2017,5,4,4-QUARTA,3,4,4-MADRUGADA,35,SANTA CÂNDIDA,3,Disparo de Alarme (violação)
2020,3,7,7-SABADO,7,2,2-TARDE,36,BAIRRO ALTO,10,Estacionamento irregular
2020,4,4,4-QUARTA,15,2,2-TARDE,15,CAPÃO RASO,10,Estacionamento irregular
2019,9,6,6-SEXTA,20,2,2-TARDE,58,MERCÊS,4,Pichação
2015,3,7,7-SABADO,21,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2018,7,2,2-SEGUNDA,30,4,4-MADRUGADA,19,BOQUEIRÃO,5,Vandalismo
2020,7,2,2-SEGUNDA,27,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,2,4,4-QUARTA,11,3,3-NOITE,13,CAPÃO DA IMBUIA,8,Desordem
2017,2,5,5-QUINTA,2,1,1-MANHA,4,TATUQUARA,9,Uso de substância ilícita
2020,6,1,1-DOMINGO,7,2,2-TARDE,12,ALTO BOQUEIRÃO,10,Estacionamento irregular
2020,3,1,1-DOMINGO,8,2,2-TARDE,45,ÁGUA VERDE,10,Estacionamento irregular
2020,4,3,3-TERCA,28,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2018,1,4,4-QUARTA,24,1,1-MANHA,36,BAIRRO ALTO,5,Vandalismo
2020,2,3,3-TERCA,18,1,1-MANHA,41,BACACHERI,4,Pichação
2018,8,7,7-SABADO,11,4,4-MADRUGADA,30,CAJURU,1,Transporte Coletivo
2020,1,2,2-SEGUNDA,27,1,1-MANHA,45,ÁGUA VERDE,10,Estacionamento irregular
2016,9,4,4-QUARTA,21,3,3-NOITE,56,TINGUI,5,Vandalismo
2018,12,5,5-QUINTA,20,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2017,1,3,3-TERCA,10,2,2-TARDE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,9,2,2-SEGUNDA,7,2,2-TARDE,35,SANTA CÂNDIDA,9,Uso de substância ilícita
2017,8,7,7-SABADO,5,1,1-MANHA,5,CENTRO,6,Arrombamento
2018,12,3,3-TERCA,4,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,6,5,5-QUINTA,23,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2020,4,1,1-DOMINGO,12,4,4-MADRUGADA,5,CENTRO,7,Invasão de equipamento/patrimônio público
2017,11,1,1-DOMINGO,26,1,1-MANHA,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2019,2,4,4-QUARTA,20,1,1-MANHA,45,ÁGUA VERDE,8,Desordem
2017,1,7,7-SABADO,7,1,1-MANHA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2017,12,4,4-QUARTA,27,3,3-NOITE,9,CIDADE INDUSTRIAL,5,Vandalismo
2016,12,5,5-QUINTA,1,2,2-TARDE,53,GUAÍRA,1,Transporte Coletivo
2015,7,3,3-TERCA,7,2,2-TARDE,5,CENTRO,5,Vandalismo
2015,8,7,7-SABADO,29,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2019,5,6,6-SEXTA,3,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2017,2,1,1-DOMINGO,19,2,2-TARDE,43,BOM RETIRO,4,Pichação
2016,3,2,2-SEGUNDA,14,1,1-MANHA,4,TATUQUARA,5,Vandalismo
2018,11,5,5-QUINTA,8,1,1-MANHA,18,NOVO MUNDO,10,Estacionamento irregular
2018,4,1,1-DOMINGO,29,3,3-NOITE,5,CENTRO,4,Pichação
2017,2,1,1-DOMINGO,12,1,1-MANHA,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2019,1,6,6-SEXTA,4,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,5,6,6-SEXTA,15,2,2-TARDE,17,GUABIROTUBA,10,Estacionamento irregular
2018,4,5,5-QUINTA,19,2,2-TARDE,20,CENTRO CÍVICO,5,Vandalismo
2020,10,4,4-QUARTA,14,1,1-MANHA,4,TATUQUARA,9,Uso de substância ilícita
2017,7,2,2-SEGUNDA,3,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,7,6,6-SEXTA,10,3,3-NOITE,39,CAMPO DE SANTANA,6,Arrombamento
2020,7,3,3-TERCA,28,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2019,3,3,3-TERCA,12,4,4-MADRUGADA,5,CENTRO,9,Uso de substância ilícita
2018,4,7,7-SABADO,14,4,4-MADRUGADA,5,CENTRO,4,Pichação
2019,5,5,5-QUINTA,2,2,2-TARDE,4,TATUQUARA,10,Estacionamento irregular
2020,7,4,4-QUARTA,1,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,8,7,7-SABADO,22,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,9,6,6-SEXTA,4,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2017,8,5,5-QUINTA,24,2,2-TARDE,24,SANTO INÁCIO,9,Uso de substância ilícita
2015,10,4,4-QUARTA,28,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,4,4,4-QUARTA,29,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2018,4,4,4-QUARTA,18,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2018,6,4,4-QUARTA,27,2,2-TARDE,30,CAJURU,3,Disparo de Alarme (violação)
2018,9,6,6-SEXTA,28,1,1-MANHA,28,PORTÃO,10,Estacionamento irregular
2017,9,7,7-SABADO,16,2,2-TARDE,38,BOA VISTA,5,Vandalismo
2015,8,5,5-QUINTA,27,4,4-MADRUGADA,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,5,2,2-SEGUNDA,11,3,3-NOITE,1,XAXIM,3,Disparo de Alarme (violação)
2015,1,6,6-SEXTA,2,3,3-NOITE,1,XAXIM,5,Vandalismo
2020,9,6,6-SEXTA,4,2,2-TARDE,48,PILARZINHO,10,Estacionamento irregular
2020,7,2,2-SEGUNDA,13,3,3-NOITE,25,SÍTIO CERCADO,10,Estacionamento irregular
2020,7,6,6-SEXTA,10,3,3-NOITE,8,FAZENDINHA,10,Estacionamento irregular
2019,9,1,1-DOMINGO,15,1,1-MANHA,19,BOQUEIRÃO,9,Uso de substância ilícita
2020,4,4,4-QUARTA,29,1,1-MANHA,36,BAIRRO ALTO,10,Estacionamento irregular
2016,10,3,3-TERCA,25,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2017,8,4,4-QUARTA,23,3,3-NOITE,35,SANTA CÂNDIDA,6,Arrombamento
2020,4,4,4-QUARTA,8,4,4-MADRUGADA,26,CAMPO COMPRIDO,10,Estacionamento irregular
2015,8,7,7-SABADO,29,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2016,2,2,2-SEGUNDA,22,3,3-NOITE,3,PINHEIRINHO,1,Transporte Coletivo
2020,8,7,7-SABADO,15,4,4-MADRUGADA,27,SÃO BRAZ,10,Estacionamento irregular
2019,4,1,1-DOMINGO,14,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,5,4,4-QUARTA,13,1,1-MANHA,19,BOQUEIRÃO,10,Estacionamento irregular
2016,8,7,7-SABADO,6,2,2-TARDE,19,BOQUEIRÃO,6,Arrombamento
2017,10,4,4-QUARTA,18,1,1-MANHA,57,TABOÃO,9,Uso de substância ilícita
2015,12,1,1-DOMINGO,6,4,4-MADRUGADA,5,CENTRO,4,Pichação
2017,2,4,4-QUARTA,15,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2017,7,7,7-SABADO,29,3,3-NOITE,39,CAMPO DE SANTANA,9,Uso de substância ilícita
2020,10,2,2-SEGUNDA,19,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,12,6,6-SEXTA,27,3,3-NOITE,19,BOQUEIRÃO,5,Vandalismo
2019,1,7,7-SABADO,19,1,1-MANHA,7,REBOUÇAS,5,Vandalismo
2015,12,2,2-SEGUNDA,14,3,3-NOITE,10,ALTO DA GLÓRIA,4,Pichação
2018,5,4,4-QUARTA,23,1,1-MANHA,8,FAZENDINHA,9,Uso de substância ilícita
2020,2,4,4-QUARTA,26,4,4-MADRUGADA,23,SÃO FRANCISCO,7,Invasão de equipamento/patrimônio público
2019,4,7,7-SABADO,13,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,8,1,1-DOMINGO,30,2,2-TARDE,17,GUABIROTUBA,10,Estacionamento irregular
2015,1,3,3-TERCA,13,2,2-TARDE,31,UBERABA,5,Vandalismo
2017,1,5,5-QUINTA,12,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2017,6,7,7-SABADO,17,1,1-MANHA,32,BATEL,4,Pichação
2017,1,2,2-SEGUNDA,23,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2015,5,2,2-SEGUNDA,18,1,1-MANHA,64,BIGORRILHO,9,Uso de substância ilícita
2020,9,5,5-QUINTA,10,3,3-NOITE,5,CENTRO,10,Estacionamento irregular
2015,5,7,7-SABADO,23,3,3-NOITE,3,PINHEIRINHO,7,Invasão de equipamento/patrimônio público
2017,5,2,2-SEGUNDA,29,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2015,5,4,4-QUARTA,20,2,2-TARDE,10,ALTO DA GLÓRIA,9,Uso de substância ilícita
2020,5,5,5-QUINTA,28,2,2-TARDE,30,CAJURU,10,Estacionamento irregular
2020,5,6,6-SEXTA,1,1,1-MANHA,8,FAZENDINHA,10,Estacionamento irregular
2020,8,2,2-SEGUNDA,10,3,3-NOITE,25,SÍTIO CERCADO,10,Estacionamento irregular
2016,2,2,2-SEGUNDA,1,4,4-MADRUGADA,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2017,12,7,7-SABADO,30,3,3-NOITE,2,ALTO DA RUA XV,5,Vandalismo
2016,5,2,2-SEGUNDA,30,1,1-MANHA,28,PORTÃO,9,Uso de substância ilícita
2020,5,1,1-DOMINGO,3,1,1-MANHA,51,SÃO LOURENÇO,10,Estacionamento irregular
2020,10,5,5-QUINTA,8,2,2-TARDE,11,PAROLIN,1,Transporte Coletivo
2019,2,3,3-TERCA,12,2,2-TARDE,28,PORTÃO,1,Transporte Coletivo
2017,11,7,7-SABADO,4,1,1-MANHA,54,BARREIRINHA,7,Invasão de equipamento/patrimônio público
2016,2,4,4-QUARTA,3,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2015,4,1,1-DOMINGO,5,1,1-MANHA,36,BAIRRO ALTO,9,Uso de substância ilícita
2020,6,7,7-SABADO,6,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2020,4,2,2-SEGUNDA,20,1,1-MANHA,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2020,5,3,3-TERCA,5,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2020,6,2,2-SEGUNDA,22,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2020,7,7,7-SABADO,4,2,2-TARDE,15,CAPÃO RASO,10,Estacionamento irregular
2015,5,1,1-DOMINGO,24,2,2-TARDE,37,FANNY,5,Vandalismo
2016,1,4,4-QUARTA,6,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2018,12,7,7-SABADO,1,4,4-MADRUGADA,1,XAXIM,8,Desordem
2015,11,1,1-DOMINGO,15,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2020,10,1,1-DOMINGO,11,3,3-NOITE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2016,4,6,6-SEXTA,29,3,3-NOITE,48,PILARZINHO,9,Uso de substância ilícita
2017,12,5,5-QUINTA,21,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2019,7,3,3-TERCA,23,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,9,1,1-DOMINGO,20,1,1-MANHA,5,CENTRO,6,Arrombamento
2018,5,7,7-SABADO,5,2,2-TARDE,36,BAIRRO ALTO,7,Invasão de equipamento/patrimônio público
2016,2,2,2-SEGUNDA,29,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,3,6,6-SEXTA,13,3,3-NOITE,42,ATUBA,10,Estacionamento irregular
2018,8,6,6-SEXTA,17,4,4-MADRUGADA,28,PORTÃO,7,Invasão de equipamento/patrimônio público
2019,9,4,4-QUARTA,11,1,1-MANHA,45,ÁGUA VERDE,8,Desordem
2017,9,3,3-TERCA,19,3,3-NOITE,5,CENTRO,8,Desordem
2015,1,4,4-QUARTA,28,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,5,4,4-QUARTA,6,1,1-MANHA,15,CAPÃO RASO,10,Estacionamento irregular
2019,1,4,4-QUARTA,9,2,2-TARDE,15,CAPÃO RASO,9,Uso de substância ilícita
2018,2,6,6-SEXTA,9,2,2-TARDE,58,MERCÊS,1,Transporte Coletivo
2020,7,2,2-SEGUNDA,6,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,3,3,3-TERCA,19,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2017,10,6,6-SEXTA,13,4,4-MADRUGADA,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,5,3,3-TERCA,10,3,3-NOITE,35,SANTA CÂNDIDA,1,Transporte Coletivo
2020,3,7,7-SABADO,14,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,5,7,7-SABADO,23,4,4-MADRUGADA,25,SÍTIO CERCADO,5,Vandalismo
2020,8,7,7-SABADO,8,3,3-NOITE,15,CAPÃO RASO,10,Estacionamento irregular
2016,6,7,7-SABADO,25,3,3-NOITE,15,CAPÃO RASO,5,Vandalismo
2016,1,1,1-DOMINGO,10,1,1-MANHA,5,CENTRO,4,Pichação
2020,3,4,4-QUARTA,11,2,2-TARDE,56,TINGUI,10,Estacionamento irregular
2015,12,5,5-QUINTA,31,1,1-MANHA,9,CIDADE INDUSTRIAL,6,Arrombamento
2016,4,5,5-QUINTA,7,4,4-MADRUGADA,12,ALTO BOQUEIRÃO,3,Disparo de Alarme (violação)
2015,9,4,4-QUARTA,2,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2017,7,6,6-SEXTA,14,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2018,7,3,3-TERCA,10,2,2-TARDE,47,VISTA ALEGRE,10,Estacionamento irregular
2018,3,4,4-QUARTA,7,3,3-NOITE,9,CIDADE INDUSTRIAL,8,Desordem
2016,3,2,2-SEGUNDA,14,2,2-TARDE,30,CAJURU,5,Vandalismo
2015,2,1,1-DOMINGO,15,3,3-NOITE,60,VILA IZABEL,1,Transporte Coletivo
2015,9,5,5-QUINTA,10,2,2-TARDE,5,CENTRO,5,Vandalismo
2020,4,5,5-QUINTA,2,1,1-MANHA,34,SÃO JOÃO,10,Estacionamento irregular
2017,1,6,6-SEXTA,20,2,2-TARDE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2020,5,6,6-SEXTA,22,1,1-MANHA,31,UBERABA,10,Estacionamento irregular
2015,5,2,2-SEGUNDA,4,3,3-NOITE,41,BACACHERI,4,Pichação
2020,6,3,3-TERCA,30,2,2-TARDE,12,ALTO BOQUEIRÃO,3,Disparo de Alarme (violação)
2016,7,4,4-QUARTA,20,3,3-NOITE,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2020,7,6,6-SEXTA,31,2,2-TARDE,28,PORTÃO,7,Invasão de equipamento/patrimônio público
2017,3,1,1-DOMINGO,26,3,3-NOITE,33,HAUER,1,Transporte Coletivo
2016,6,1,1-DOMINGO,5,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2019,6,6,6-SEXTA,21,3,3-NOITE,25,SÍTIO CERCADO,4,Pichação
2020,6,4,4-QUARTA,3,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2020,6,3,3-TERCA,2,3,3-NOITE,33,HAUER,10,Estacionamento irregular
2015,6,1,1-DOMINGO,21,2,2-TARDE,1,XAXIM,1,Transporte Coletivo
2020,8,4,4-QUARTA,26,3,3-NOITE,19,BOQUEIRÃO,9,Uso de substância ilícita
2015,4,2,2-SEGUNDA,20,1,1-MANHA,37,FANNY,6,Arrombamento
2016,2,3,3-TERCA,23,2,2-TARDE,30,CAJURU,1,Transporte Coletivo
2019,7,5,5-QUINTA,11,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2018,8,6,6-SEXTA,3,1,1-MANHA,5,CENTRO,8,Desordem
2019,9,5,5-QUINTA,26,3,3-NOITE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2020,4,4,4-QUARTA,1,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2020,12,2,2-SEGUNDA,14,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2015,6,5,5-QUINTA,4,4,4-MADRUGADA,13,CAPÃO DA IMBUIA,9,Uso de substância ilícita
2019,9,2,2-SEGUNDA,30,1,1-MANHA,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2020,10,6,6-SEXTA,16,2,2-TARDE,35,SANTA CÂNDIDA,10,Estacionamento irregular
2017,12,1,1-DOMINGO,10,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2019,5,6,6-SEXTA,10,3,3-NOITE,67,ORLEANS,9,Uso de substância ilícita
2018,9,7,7-SABADO,8,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2018,11,5,5-QUINTA,15,1,1-MANHA,24,SANTO INÁCIO,9,Uso de substância ilícita
2019,4,4,4-QUARTA,10,2,2-TARDE,50,CABRAL,9,Uso de substância ilícita
2015,2,5,5-QUINTA,5,1,1-MANHA,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2015,1,5,5-QUINTA,22,3,3-NOITE,31,UBERABA,2,Cão solto em via pública
2020,5,6,6-SEXTA,1,2,2-TARDE,15,CAPÃO RASO,10,Estacionamento irregular
2016,5,1,1-DOMINGO,22,3,3-NOITE,58,MERCÊS,1,Transporte Coletivo
2017,8,1,1-DOMINGO,13,4,4-MADRUGADA,59,PRADO VELHO,5,Vandalismo
2020,2,5,5-QUINTA,27,2,2-TARDE,38,BOA VISTA,9,Uso de substância ilícita
2017,6,2,2-SEGUNDA,5,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2020,9,7,7-SABADO,5,2,2-TARDE,5,CENTRO,10,Estacionamento irregular
2017,12,6,6-SEXTA,8,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,5,5,5-QUINTA,21,3,3-NOITE,33,HAUER,1,Transporte Coletivo
2018,10,5,5-QUINTA,4,4,4-MADRUGADA,45,ÁGUA VERDE,7,Invasão de equipamento/patrimônio público
2017,8,2,2-SEGUNDA,21,1,1-MANHA,30,CAJURU,7,Invasão de equipamento/patrimônio público
2015,9,2,2-SEGUNDA,21,4,4-MADRUGADA,54,BARREIRINHA,6,Arrombamento
2017,1,2,2-SEGUNDA,30,3,3-NOITE,5,CENTRO,5,Vandalismo
2016,6,7,7-SABADO,11,2,2-TARDE,19,BOQUEIRÃO,4,Pichação
2020,5,3,3-TERCA,12,3,3-NOITE,30,CAJURU,6,Arrombamento
2015,7,1,1-DOMINGO,12,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2015,1,4,4-QUARTA,21,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2019,3,4,4-QUARTA,6,4,4-MADRUGADA,5,CENTRO,8,Desordem
2017,9,6,6-SEXTA,1,2,2-TARDE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2015,7,2,2-SEGUNDA,13,1,1-MANHA,33,HAUER,1,Transporte Coletivo
2015,10,3,3-TERCA,13,4,4-MADRUGADA,5,CENTRO,6,Arrombamento
2020,1,6,6-SEXTA,24,1,1-MANHA,31,UBERABA,5,Vandalismo
2016,1,5,5-QUINTA,14,2,2-TARDE,44,AUGUSTA,5,Vandalismo
2019,9,2,2-SEGUNDA,23,3,3-NOITE,5,CENTRO,5,Vandalismo
2018,11,5,5-QUINTA,22,3,3-NOITE,15,CAPÃO RASO,10,Estacionamento irregular
2019,11,1,1-DOMINGO,17,1,1-MANHA,38,BOA VISTA,7,Invasão de equipamento/patrimônio público
2019,8,4,4-QUARTA,28,2,2-TARDE,20,CENTRO CÍVICO,10,Estacionamento irregular
2020,12,4,4-QUARTA,9,2,2-TARDE,44,AUGUSTA,10,Estacionamento irregular
2017,6,5,5-QUINTA,22,2,2-TARDE,19,BOQUEIRÃO,8,Desordem
2020,10,7,7-SABADO,31,3,3-NOITE,8,FAZENDINHA,10,Estacionamento irregular
2015,2,7,7-SABADO,7,3,3-NOITE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2019,5,1,1-DOMINGO,5,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,1,7,7-SABADO,26,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,4,5,5-QUINTA,2,3,3-NOITE,48,PILARZINHO,5,Vandalismo
2016,12,2,2-SEGUNDA,19,3,3-NOITE,12,ALTO BOQUEIRÃO,5,Vandalismo
2016,6,1,1-DOMINGO,26,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2019,11,6,6-SEXTA,15,2,2-TARDE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2015,6,7,7-SABADO,20,2,2-TARDE,30,CAJURU,9,Uso de substância ilícita
2017,1,4,4-QUARTA,11,3,3-NOITE,5,CENTRO,4,Pichação
2016,4,2,2-SEGUNDA,25,2,2-TARDE,9,CIDADE INDUSTRIAL,5,Vandalismo
2020,3,5,5-QUINTA,12,1,1-MANHA,4,TATUQUARA,10,Estacionamento irregular
2020,6,2,2-SEGUNDA,8,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2017,9,7,7-SABADO,9,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,2,2,2-SEGUNDA,23,3,3-NOITE,61,TARUMÃ,8,Desordem
2018,11,4,4-QUARTA,28,4,4-MADRUGADA,30,CAJURU,1,Transporte Coletivo
2019,10,6,6-SEXTA,25,2,2-TARDE,58,MERCÊS,9,Uso de substância ilícita
2015,2,4,4-QUARTA,18,3,3-NOITE,5,CENTRO,5,Vandalismo
2016,12,2,2-SEGUNDA,12,4,4-MADRUGADA,48,PILARZINHO,6,Arrombamento
2015,10,6,6-SEXTA,16,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,7,6,6-SEXTA,10,3,3-NOITE,41,BACACHERI,10,Estacionamento irregular
2017,4,4,4-QUARTA,19,1,1-MANHA,5,CENTRO,8,Desordem
2016,11,6,6-SEXTA,18,2,2-TARDE,25,SÍTIO CERCADO,4,Pichação
2020,12,4,4-QUARTA,23,3,3-NOITE,12,ALTO BOQUEIRÃO,10,Estacionamento irregular
2020,9,5,5-QUINTA,3,2,2-TARDE,58,MERCÊS,9,Uso de substância ilícita
2015,2,5,5-QUINTA,19,3,3-NOITE,19,BOQUEIRÃO,5,Vandalismo
2017,12,1,1-DOMINGO,17,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2018,5,7,7-SABADO,19,3,3-NOITE,50,CABRAL,5,Vandalismo
2020,8,7,7-SABADO,1,3,3-NOITE,5,CENTRO,8,Desordem
2019,11,7,7-SABADO,9,1,1-MANHA,64,BIGORRILHO,8,Desordem
2019,3,5,5-QUINTA,14,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,5,Vandalismo
2017,7,1,1-DOMINGO,9,1,1-MANHA,19,BOQUEIRÃO,5,Vandalismo
2015,4,4,4-QUARTA,8,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2016,12,6,6-SEXTA,2,2,2-TARDE,67,ORLEANS,6,Arrombamento
